files,controls
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_1hrTor_20Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_1hrTor_20Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_0hrTor_5Pos1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_0hrTor_35Pos1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_WT_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dVPS_1hrTor_20Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dVPS_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dVPS_0hrTor_20Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dVPS_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_1hrTor_20Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_1hrTor_1Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_0hrTor_5Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_0hrTor_35Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dTMEM_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_1hrTor_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_1hrTor_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_0hrTor_5Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_0hrTor_35Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dFIP200_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dAtg7_1hrTor_20Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dAtg7_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dAtg7_0hrTor_5Pos1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dAtg7_0hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dAtg7_0hrTor_15Pos1_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.28.17_TH82_WIPI-Atg16_LSM880Airyscan/WIPI-Atg16_HEK_dAtg7_0hrTor_Empty_AiryscanProcessing.czi
