files,controls
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_NoTreat_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_NoTreat_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_3hrTor_20Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_1hrTor_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_1hrTor_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_WT_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_NoTreat_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_3hrTor_20Pos2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_3hrTor_20Pos1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_1hrTor_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_1hrTor_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dVPS_1hrTor_Empty_AiryscanProcessing.czi
